,Unnamed: 0,categories,text,text_full,main_category,label_mid,label_high
2121,3101,"109 Inne - praw pracy, 112 Prawo cywilne procesowe, 119 Prawo handlowe","['w jaki sposób klientka mogłaby uzyskać zaległe wynagrodzenie?', 'czy klientka ma możliwość złożenia pozwu razem z innymi pracownikami będącymi w tej samej sytuacji?', 'jaka byłaby opłata sądowa od wniesienia pisma?']",w jaki sposób klientka mogłaby uzyskać zaległe wynagrodzenie czy klientka ma możliwość złożenia pozwu razem z innymi pracownikami będącymi w tej samej sytuacji jaka byłaby opłata sądowa od wniesienia pisma,inne  praw pracy,inne  praw pracy,prawo pracy
2122,3103,"112 Prawo cywilne procesowe, 117 Rodzinne i opiekuńcze","['w jaki sposób można wyegzekwować udział córki babci klienta, w kosztach utrzymania babci klienta?']",w jaki sposób można wyegzekwować udział córki babci klienta w kosztach utrzymania babci klienta,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
2123,3106,"74 Ustawa Kodeks karny, 81 Ustawa o zawodach pielęgniarki i położnej, 91 Ustawa Kodeks pracy","['czy postępowanie lekarza dyżurnego było zgodne z prawem?', 'czy przy poronieniu może asystować pielęgniarka?', 'czy poronienie należy odebrać na oddziale położniczym?', 'czy małżonka klienta ponosiłaby odpowiedzialność w razie wysunięcia roszczeń przeciwko szpitalowi przez pacjentkę?']",czy postępowanie lekarza dyżurnego było zgodne z prawem czy przy poronieniu może asystować pielęgniarka czy poronienie należy odebrać na oddziale położniczym czy małżonka klienta ponosiłaby odpowiedzialność w razie wysunięcia roszczeń przeciwko szpitalowi przez pacjentkę,ustawa kodeks karny,prawo karne materialne,prawo karne
2124,3107,"112 Prawo cywilne procesowe, 114 Rzeczowe, 117 Rodzinne i opiekuńcze","['w jaki sposób byli małżonkowie mogą podzielić majątek?', 'jakie są koszty podziału majątku?']",w jaki sposób byli małżonkowie mogą podzielić majątek jakie są koszty podziału majątku,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
2125,3108,112 Prawo cywilne procesowe,"['czy klientka powinna w pozwie o rozwód zażądać zwrot połowy opłaty za wniesienie pozwu, w przypadku braku orzekania o winie?']",czy klientka powinna w pozwie o rozwód zażądać zwrot połowy opłaty za wniesienie pozwu w przypadku braku orzekania o winie,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
2127,3110,"59 Ustawa Prawo farmaceutyczne, 197 Inne - praw farmaceutyczne","['czy zgodnie z obowiązującymi przepisami można wydać z apteki na podstawie zapotrzebowania (wystawionego przez lekarza, na prywatną praktykę lekarską) lek z grupy iii-n o kategorii dostępności „lek wydawany na receptę”?', 'czy w tym przypadku lekarz musi uzyskać zgodę od wojewódzkiego inspektora farmaceutycznego na posiadanie i stosowanie w celach medycznych preparatów zawierających środki odurzające i substancje psychotropowe?']",czy zgodnie z obowiązującymi przepisami można wydać z apteki na podstawie zapotrzebowania wystawionego przez lekarza na prywatną praktykę lekarską lek z grupy iiin o kategorii dostępności lek wydawany na receptę czy w tym przypadku lekarz musi uzyskać zgodę od wojewódzkiego inspektora farmaceutycznego na posiadanie i stosowanie w celach medycznych preparatów zawierających środki odurzające i substancje psychotropowe,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
2128,3111,"112 Prawo cywilne procesowe, 116 Spadkowe","['co powinna zrobić klientka – przyjąć spadek z dobrodziejstwem inwentarza czy go odrzucić? jak i kiedy należy tego dokonać?', 'czy pełnoletnie dzieci klientki również powinny odrzucić spadek?']",co powinna zrobić klientka  przyjąć spadek z dobrodziejstwem inwentarza czy go odrzucić jak i kiedy należy tego dokonać czy pełnoletnie dzieci klientki również powinny odrzucić spadek,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
2129,3112,59 Ustawa Prawo farmaceutyczne,"['czy hurtownia nr 2 może powtórnie przepakować leki w polskie opakowania, ale z inną ilością tabletek (np. hurtownia nr 1 przepakowała produkt leczniczy w opakowania po 10 tabletek a hurtownia nr 2 chce przepakować produkt leczniczy w opakowania po 20 tabletek)?']",czy hurtownia nr  może powtórnie przepakować leki w polskie opakowania ale z inną ilością tabletek np hurtownia nr  przepakowała produkt leczniczy w opakowania po  tabletek a hurtownia nr  chce przepakować produkt leczniczy w opakowania po  tabletek,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
2130,3113,"91 Ustawa Kodeks pracy, 109 Inne - praw pracy, 112 Prawo cywilne procesowe","['jak przebiega procedura zgłoszenia mobbingu?', 'jakie są koszty postępowania sądowego w sprawie o mobbing?', 'czy przegranie procesu o mobbing przez klienta może spowodować dla niego konsekwencje karne?', 'czy odwołanie klienta z zajmowanego stanowiska było zgodne z prawem?']",jak przebiega procedura zgłoszenia mobbingu jakie są koszty postępowania sądowego w sprawie o mobbing czy przegranie procesu o mobbing przez klienta może spowodować dla niego konsekwencje karne czy odwołanie klienta z zajmowanego stanowiska było zgodne z prawem,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
2131,3114,91 Ustawa Kodeks pracy,['jakie są obowiązki klientki względem osób zatrudnionych na podstawie umowy o pracę oraz względem zleceniobiorców w zakresie bezpieczeństwa i higieny pracy?'],jakie są obowiązki klientki względem osób zatrudnionych na podstawie umowy o pracę oraz względem zleceniobiorców w zakresie bezpieczeństwa i higieny pracy,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
2132,3115,114 Rzeczowe,['czy lokator ma w przedmiotowej sprawie rację?'],czy lokator ma w przedmiotowej sprawie rację,rzeczowe,rzeczowe,prawo cywilne
2133,3117,79 Ustawa o zawodach lekarza i lekarza dentysty,['czy farmaceuta może udzielać porad i prowadzić opiekę farmaceutyczną w ramach własnej działalności gospodarczej niebędącej apteką?'],czy farmaceuta może udzielać porad i prowadzić opiekę farmaceutyczną w ramach własnej działalności gospodarczej niebędącej apteką,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2134,3118,109 Inne - praw pracy,['czy w przedmiotowej sprawie klient ma możliwość skutecznego odwołania się od decyzji pracodawcy?'],czy w przedmiotowej sprawie klient ma możliwość skutecznego odwołania się od decyzji pracodawcy,inne  praw pracy,inne  praw pracy,prawo pracy
2135,3120,"69 Prawo karne procesowe, 74 Ustawa Kodeks karny, 115 Zobowiązania",['jakie kroki prawne może podjąć szpital?'],jakie kroki prawne może podjąć szpital,prawo karne procesowe,prawo karne procesowe,prawo karne
2136,3122,15 Prawo ochrony danych osobowych,['czy wykonawca nagrobka słusznie żąda wskazania nr pesel klientki w treści umowy?'],czy wykonawca nagrobka słusznie żąda wskazania nr pesel klientki w treści umowy,prawo ochrony danych osobowych,prawo administracyjne materialne,prawo administracyjne
2137,3123,"79 Ustawa o zawodach lekarza i lekarza dentysty, 91 Ustawa Kodeks pracy","['czy klientka, jako lekarz rezydent pediatrii może pracować na sor?', 'czy klientka może pełnić dyżury na sor samodzielnie?', 'czy jest możliwość skrócenia okresu wypowiedzenia umowy rezydenckiej w przypadku wypowiedzenia umowy przez klientkę?']",czy klientka jako lekarz rezydent pediatrii może pracować na sor czy klientka może pełnić dyżury na sor samodzielnie czy jest możliwość skrócenia okresu wypowiedzenia umowy rezydenckiej w przypadku wypowiedzenia umowy przez klientkę,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2138,3124,"79 Ustawa o zawodach lekarza i lekarza dentysty, 169 Dodatek COVID-19","['czy klientka powinna wystawić jednostce, w której odbywała moduł podstawowy rachunek \nw ramach indywidualnej praktyki lekarskiej?']",czy klientka powinna wystawić jednostce w której odbywała moduł podstawowy rachunek w ramach indywidualnej praktyki lekarskiej,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2139,3125,164 COVID-19,"['czy klientka powinna mieć przy sobie akt małżeństwa, w celu udowodnienia, że certyfikat covid-19 oraz karta ekuz zostały wystawione dla niej?']",czy klientka powinna mieć przy sobie akt małżeństwa w celu udowodnienia że certyfikat covid oraz karta ekuz zostały wystawione dla niej,covid,covid,prawo medyczne
2140,3126,"74 Ustawa Kodeks karny, 115 Zobowiązania",['czy pacjenci mogą nagrywać lekarza podczas wizyty?'],czy pacjenci mogą nagrywać lekarza podczas wizyty,ustawa kodeks karny,prawo karne materialne,prawo karne
2141,3127,89 Inne - praw medyczne,['czy postępowanie klientki polegające na wypisywaniu pacjentom skierowania na sor jest uzasadnione?'],czy postępowanie klientki polegające na wypisywaniu pacjentom skierowania na sor jest uzasadnione,inne  praw medyczne,inne â praw medyczne,prawo medyczne
2142,3128,"136 Prawo podatkowe procesowe, 137 Podatek od spadków i darowizn, 150 Podatek od czynności cywilnoprawnych","['czy w związku z tym, iż w ostatnich pięciu latach dochody rodziców klientki nie zapewniały zgromadzenia oszczędności w kwocie odpowiadającej cenie nieruchomości, grozi im kontrola dochodów przeprowadzona przez urząd skarbowy i związane z nią ewentualne kary?', 'czy w tej sytuacji łatwiejsze byłoby przekazanie klientce mieszkania zakupionego\xa0przez rodziców w formie darowizny?']",czy w związku z tym iż w ostatnich pięciu latach dochody rodziców klientki nie zapewniały zgromadzenia oszczędności w kwocie odpowiadającej cenie nieruchomości grozi im kontrola dochodów przeprowadzona przez urząd skarbowy i związane z nią ewentualne kary czy w tej sytuacji łatwiejsze byłoby przekazanie klientce mieszkania zakupionegoprzez rodziców w formie darowizny,prawo podatkowe procesowe,prawo podatkowe procesowe,prawo podatkowe
2143,3133,"79 Ustawa o zawodach lekarza i lekarza dentysty, 115 Zobowiązania",['jakie są podstawy odpowiedzialności lekarza prowadzącego indywidualną praktykę lekarską?'],jakie są podstawy odpowiedzialności lekarza prowadzącego indywidualną praktykę lekarską,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2144,3140,91 Ustawa Kodeks pracy,"['czy klient mający ochronę przedemerytalną może otrzymać pracę bez dyżurów medycznych?', 'czy umowa klienta powinna być zmieniona, gdy pracuje on w przychodni, a nie na oddziale ginekologiczno-położniczym?', 'w jaki sposób nalicza się wynagrodzenie urlopowe klienta?']",czy klient mający ochronę przedemerytalną może otrzymać pracę bez dyżurów medycznych czy umowa klienta powinna być zmieniona gdy pracuje on w przychodni a nie na oddziale ginekologicznopołożniczym w jaki sposób nalicza się wynagrodzenie urlopowe klienta,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
2145,3141,89 Inne - praw medyczne,['czy dodatek do wynagrodzenia (otrzymywany na podstawie deklaracji o udzielaniu świadczeń zdrowotnych wyłącznie w jednym podmiocie leczniczym związanym umową z narodowym funduszem zdrowia) w dalszym ciągu przysługuje klientce?'],czy dodatek do wynagrodzenia otrzymywany na podstawie deklaracji o udzielaniu świadczeń zdrowotnych wyłącznie w jednym podmiocie leczniczym związanym umową z narodowym funduszem zdrowia w dalszym ciągu przysługuje klientce,inne  praw medyczne,inne â praw medyczne,prawo medyczne
2146,3143,114 Rzeczowe,['czy klientka ma obowiązek ujawniać kupującym cenę za którą nabyła mieszkanie?'],czy klientka ma obowiązek ujawniać kupującym cenę za którą nabyła mieszkanie,rzeczowe,rzeczowe,prawo cywilne
2147,3144,74 Ustawa Kodeks karny,"['czy działalność dewelopera wypełnia znamiona przestępstwa oszustwa?', 'jakie kroki w przedmiotowej sprawie powinna podjąć mąż klientki?']",czy działalność dewelopera wypełnia znamiona przestępstwa oszustwa jakie kroki w przedmiotowej sprawie powinna podjąć mąż klientki,ustawa kodeks karny,prawo karne materialne,prawo karne
2148,3146,"79 Ustawa o zawodach lekarza i lekarza dentysty, 91 Ustawa Kodeks pracy","['jak należy obliczyć należne wynagrodzenie lekarza rezydenta radiologii, któremu przysługuje bon patriotyczny?', 'ile obecnie wynosi wynagrodzenie zasadnicze klienta?']",jak należy obliczyć należne wynagrodzenie lekarza rezydenta radiologii któremu przysługuje bon patriotyczny ile obecnie wynosi wynagrodzenie zasadnicze klienta,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2149,3148,"112 Prawo cywilne procesowe, 175 Dokumenty/Pisma pozaprocesowe","['czy osoby, które zawarły umowę deweloperską, dotyczącą tej samej inwestycji co klient mogą dochodzić zapłaty kar umownych w postępowaniu grupowym?']",czy osoby które zawarły umowę deweloperską dotyczącą tej samej inwestycji co klient mogą dochodzić zapłaty kar umownych w postępowaniu grupowym,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
2150,3151,"79 Ustawa o zawodach lekarza i lekarza dentysty, 87 Ustawa o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych",['czy klientka może wykonywać badania usg?'],czy klientka może wykonywać badania usg,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2151,3154,"79 Ustawa o zawodach lekarza i lekarza dentysty, 119 Prawo handlowe","['co zrobić może wspólnik klienta?', 'czy partnerem spółki może być pielęgniarka?']",co zrobić może wspólnik klienta czy partnerem spółki może być pielęgniarka,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2152,3155,"169 Dodatek COVID-19, 175 Dokumenty/Pisma pozaprocesowe",['czy i w jaki sposób klient może dochodzić wypłacenia dodatku covidowego?'],czy i w jaki sposób klient może dochodzić wypłacenia dodatku covidowego,dodatek covid,covid,prawo medyczne
2153,3156,"73 Prawo karne wykroczeniowe, 83 Ustawa o działalności leczniczej, 171 Ustawa o izbach lekarskich",['czy klientce mogą grozić jakieś konsekwencję prawne z powodu prowadzenia indywidualnej praktyki lekarskiej niewpisanej do rejestru podmiotów wykonujących działalność leczniczą?'],czy klientce mogą grozić jakieś konsekwencję prawne z powodu prowadzenia indywidualnej praktyki lekarskiej niewpisanej do rejestru podmiotów wykonujących działalność leczniczą,prawo karne wykroczeniowe,prawo karne wykroczeniowe,prawo karne
2154,3157,79 Ustawa o zawodach lekarza i lekarza dentysty,['czy wystawienie pacjentowi zwolnienia lekarskiego na podstawie przeprowadzonej teleporady lub rozmowy telefonicznej jest nadal możliwe?'],czy wystawienie pacjentowi zwolnienia lekarskiego na podstawie przeprowadzonej teleporady lub rozmowy telefonicznej jest nadal możliwe,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2155,3159,169 Dodatek COVID-19,['czy klientce przysługuje roszczenie o wypłatę dodatku covidowego?'],czy klientce przysługuje roszczenie o wypłatę dodatku covidowego,dodatek covid,covid,prawo medyczne
2157,3162,"91 Ustawa Kodeks pracy, 164 COVID-19","['jakie przepisy regulują ogłoszenie stanu pandemii na terenie rp?', 'czy obecnie pracodawca może wysłać pracownika, będącego maszynistą, na wstępne \ni okresowe badania lekarskie?']",jakie przepisy regulują ogłoszenie stanu pandemii na terenie rp czy obecnie pracodawca może wysłać pracownika będącego maszynistą na wstępne i okresowe badania lekarskie,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
