text_full;label_high;;;;;
czy szpital może żądać od klienta zwrotu części wynagrodzenia oraz dodatku covidowego;prawo medyczne;;;;;
czy klientka musi podpisywać oddzielną umowę na odbiór i utylizację odpadów komunalnych na działalność gospodarczą;prawo administracyjne;;;;;
czy klientka ma obowiązek wykonania polecenia pracodawcy;prawo medyczne;;;;;
jakie kroki prawne może podjąć klient w związku z nieuprawnionym udostępnieniem jego danych osobowych przez sąd;prawo cywilne;;;;;
czy nabywane od dystrybutora nowe podwozie pod zabudowę domków nabywane jako homologowana przyczepa ciężarowa musi być zarejestrowane przed dalszą odsprzedażą;prawo administracyjne;;;;;
czy domek mobilny zbudowany na zarejestrowanej przyczepie ciężarowej posiadającej ubezpieczenie oc może być parkowany na działce bez zgłoszenia właściwemu organowi czy domek mobilny będzie traktowany w takim wypadku jako pojazd czy jako budowla;prawo administracyjne;;;;;
czy domki mobilne są w myśl przepisów prawa uznawane za pojazdy i należy dokonywać ich przeglądów;prawo administracyjne;;;;;
czy właściciel mieszkania mógł przekazać sprawy mieszkania i dane osobowe klientki agencji nieruchomości czy klientka może wydać mieszkanie nieznanemu pracownikowi agencji nieruchomości;prawo administracyjne;;;;;
czy lekarz prowadzący praktykę lekarską w miejscu wezwania może informować pacjentów za pośrednictwem strony internetowej że jest w trakcie  roku szkolenia specjalizacyjnego czy dla powyższego wymagana jest zgoda kierownika specjalizacji;prawo medyczne;;;;;
czy klient ma prawo zapoznać się z przywoływanymi w postanowieniu opiniami biegłych w przypadku odpowiedzi twierdzącej na powyższe pytanie czy klient może uzyskać wgląd do opinii biegłych wyłącznie w siedzibie naczelnego rzecznika odpowiedzialności zawodowej czy klient powinien składać w przedmiotowej sprawie wyjaśnienia czy lex secure może reprezentować klienta w niniejszym postępowaniu;odpowiedzi niestandardowe;;;;;
czy z   umowy najmu lokalu wynika że najemca zobowiązuje się każdego miesiąca uiszczać opłaty  zł czynszu najmu plus  zł czynszu do wspólnoty plus dodatkowo opłaty za zużycie gazu wody energii elektrycznej i internetu na podstawie odczytu liczników czy z   umowy najmu lokal wynika że opłaty za zużycie prądu gazu i internetu zawierają się w opłatach  zł plus  zł czy najemca powinien uiszczać co miesiąc opłaty za wszystkie składowe czynszu do wspólnoty mieszkaniowej np centralne ogrzewanie fundusz remontowy zaliczka eksploatacyjna woda jeśli na umowie widnieje tylko informacja że czynsz wynosi  zł a nie są one wyszczególnione w umowie;prawo cywilne;;;;;
czy możliwe jest dokonanie sprzedaży samochodu wchodzącego w skład spadku bez przeprowadzenia postępowania spadkowego;prawo cywilne;;;;;
czy rozprawa może odbyć się bez udziału jednej z wezwanych stron czy sprawa o stwierdzenie nabycia spadku może zakończyć się bez udziału jednej ze stron czy kuzyn klientki powinien odrzucić spadek jeżeli nie może brać udziału w postępowaniu spadkowym;prawo cywilne;;;;;
czy zawarty w umowie zapis nadzoru nad badaniami przypisuje klienta do roli odpowiedzialnego czy wykonującego procedurę medyczną na przykładzie badania angiotk tętnic płucnych;prawo medyczne;;;;;
czy klientka może samodzielnie wytwarzać korony protetyczne czy klientka może sprzedawać wytworzone korony innym lekarzom;prawo medyczne;;;;;
czy sprzedający ma obowiązek zapłaty podatku vat czy kupujący będzie zwolniony z obowiązku zapłaty podatku od czynności cywilnoprawnych;prawo podatkowe;;;;;
czy klientka w trakcie szkolenia specjalizacyjnego może pracować na podstawie umowie zlecenia w szpitalu w którym nie odbywa szkolenia specjalizacyjnego i znieczulać pacjentów w jaki sposób klientka może zabezpieczyć się aby wykonywała znieczulenia pod nadzorem;prawo medyczne;;;;;
czy lekarz stażysta może zostać oddelegowany do wykonywania szczepień przeciwkocovid w ramach stażu podyplomowego;prawo medyczne;;;;;
czy hurtownia farmaceutyczna powinna wystawić fakturę korygującą;prawo podatkowe;;;;;
jaką datę zakończenia likwidacji spółki należy wpisać na formularzu krs x jaką informację o sposobie zakończenia likwidacji należy wpisać na formularzu krs x;prawo cywilne;;;;;
czy szpital może potrącać wynagrodzenie rezydentom za zejście po dyżurze czy klient po dyżurze w niedzielę do północy może dyżurować w poniedziałki od godziny  jak powinno kształtować się wynagrodzenie klienta za dyżury w niedziele;prawo medyczne;;;;;
co w przedmiotowej sprawie może zrobić klientka;prawo cywilne;;;;;
czy planowanie przez pracodawcę pracy w niedzielę jest podstawą do skrócenia przez klientkę okresu wypowiedzenia umowy o pracę;prawo pracy;;;;;
czy szpital w którym klient ma odbywać staż zewnętrzny może wymagać od niego posiadania ubezpieczenia oc;prawo medyczne;;;;;
czy klientka może wziąć udział w postępowaniu odwoławczym które odbywa się w grudniu  r czyli po upływie roku od rozpoczęcia specjalizacji czy termin  miesięcy liczy się do dnia złożenia wniosku czy rozpoczęcia drugiej rezydentury czy klientka musi zrezygnować z pierwszej specjalizacjiw terminie do  dni od zakwalifikowania się na drugą bez względu na czas rozpoczęcia pierwszej specjalizacji czy jeśli klientka zrezygnuje z rezydentury przed dniem  listopada  i nie dostanie sięna specjalizacje w wyniku postępowania odwoławczego to traci prawo do odbywania rezydentury czy też może złożyć wniosek o odbywanie rezydentury w następnym roku;prawo medyczne;;;;;
czy zespół ratownictwa medycznego w którym nie ma lekarza może podać przymusowo leki podczas stosowania przymusu bezpośredniego;prawo medyczne;;;;;
jak przedstawia się kolejność dziedziczenia w przedmiotowej sprawie kiedy klientka może skutecznie odrzucić spadek;prawo cywilne;;;;;
jak w podanej sytuacji powinien postąpić klient kto odpowiada finansowo za kwestie obliczonego vatu;prawo podatkowe;;;;;
ile dni urlopu szkoleniowego przysługuje klientce w przypadku gdy farmaceuta rozpoczyna studia podyplomowe w jaki sposób klientka może ubiegać się o przyznanie urlopu szkoleniowego;prawo farmaceutyczne;;;;;
czy klienta będzie obowiązywać tajemnica lekarska podczas składania na piśmie zeznań przed sądem cywilnym;prawo medyczne;;;;;
jakie informacje powinny znaleźć się w sprawozdaniu z działalności likwidatora w części dotyczącej działań podjętych przez likwidatora;prawo cywilne;;;;;
czy dodatek przysługuje kierownikowi specjalizacji za czas odbywania przez lekarza szkolącego się stażu zewnętrznego;prawo medyczne;;;;;
czy klientka może wystawić fakturę na pracodawcę który kupuje szczepionki dla swoich pracowników;prawo podatkowe;;;;;
czy z powodu niewypłacalności męża klientki jego rodzina np dziadkowie może zostać zobowiązana do płacenia alimentów na rzecz jego dziecka;prawo cywilne;;;;;
czy pracodawca powinien zwolnić od świadczenia pracy pracownika w formie pisemnej;prawo pracy;;;;;
jakie wynagrodzenie przysługuję lekarzowi rezydentowi skierowanemu przez wojewodę do pracy przy zwalczaniu covid jakie inne uprawnienia przysługują lekarzowi rezydentowi skierowanemu do pracy przy zwalczaniu covid;prawo medyczne;;;;;
czy klientce przysługuje prawo do wyższego stanowiska po przepracowaniu  lat czy klientka powinna złożyć odwołanie w określonym terminie;prawo medyczne;;;;;
w jaki sposób klient powinien rozwiązać przedmiotową sytuację w jaki sposób klient powinien naprawić zaistniałe błędy księgowe;prawo podatkowe;;;;;
jakie kroki może podjąć w przedmiotowej sprawie klientka;prawo karne;;;;;
czy apteka może odmówić przyjęcia zwrotu ciśnieniomierza;prawo farmaceutyczne;;;;;
czy wniosek o skrócenie kary ograniczenia wolności może zostać złożony przez pracodawcę skazanej;prawo karne;;;;;
czy pracodawca może nagrywać dźwięk i obraz w kabinie maszynisty;prawo administracyjne;;;;;
w jaki sposób zainteresowany może uniknąć otrzymywania podobnych mandatów w przyszłości;prawo pracy;;;;;
czy lekarz może odmówić przyjęcia pacjenta który odmawia podania danych osobowych przy zakładaniu karty pacjenta;prawo medyczne;;;;;
czy ankieta covidowa powinna zostać załączona do elektronicznej dokumentacji medycznej czy ankieta covidowa zabezpiecza przed ewentualnymi roszczeniami pacjentów;prawo medyczne;;;;;
czy przy wprowadzaniu do dokumentacji medycznej kodów icd i icd wystarczy zaznaczyć wyłącznie główny kod czy należy szczegółowo oznaczyć podgrupę czy w przypadku gdy choroba danego pacjenta przypada na kilka podgrup należałoby wskazać wszystkie odpowiadające kody icdicd;prawo medyczne;;;;;
czy pacjent może zawnioskować o wydanie historii leczenia ustnie czy musi złożyć pisemny wniosek czy po otrzymaniu historii leczenia pacjent powinien na osobnym wydruku potwierdzić jej odbiór czy wydając dokumentację medyczną podmiot leczniczy powinien wylegitymować pacjenta mimo iż brak jest wątpliwości co do jego tożsamości;prawo medyczne;;;;;
jak obecnie wyglądają regulacje dotyczące przyjmowania pacjenta małoletniego przez lekarza bez obecności opiekuna prawnego oraz wyrażania zgody przez takiego pacjenta oraz jego opiekuna jak również pacjenta który ukończył  rok życia;prawo medyczne;;;;;
czy gabinet stomatologiczny może zatrudniać rejestratorki medyczne oraz sekretarki medyczne czy zamiast rejestratorek medycznych oraz sekretarek medycznych gabinet stomatologiczny może zatrudniać recepcjonistki;prawo medyczne;;;;;
czy klient będący lekarzem stażystą może podpisać umowę zlecenie ze szpitalem w którym odbywa staż cząstkowy na potrzeby kwalifikowania do szczepień przeciwko covid;prawo medyczne;;;;;
jakie kroki należy podjąć aby dokonać przeniesienia własności apteki oraz przeniesienia zezwolenia na prowadzenie apteki na nabywcę co stanie się z umową najmu lokalu w którym prowadzona jest apteka;prawo farmaceutyczne;;;;;
czy żona klienta może podjąć pracę u jednego ze wspólników spółki podczas okresu wypowiedzenia dotychczasowej umowy o pracę;prawo pracy;;;;;
czy klient powinien uzupełnić dokumentację pacjenta o brakujące wpisy dotyczące leczenia;prawo medyczne;;;;;
czy wskazane przez klientkę rozporządzenie weszło już w życie;prawo medyczne;;;;;
czy lekarz stażysta odpowiada za błąd medyczny czy lekarz stażysta ma obowiązek zawrzeć umowę ubezpieczenia odpowiedzialności cywilnej;prawo medyczne;;;;;
czy z   umowy najmu lokalu wynika że najemca zobowiązuje się każdego miesiąca uiszczać opłaty  zł czynszu najmu plus  zł czynszu do wspólnoty plus dodatkowo opłaty za zużycie gazu wody energii elektrycznej i internetu na podstawie odczytu liczników czy z   umowy najmu lokal wynika że opłaty za zużycie prądu gazu i internetu zawierają się w opłatach  zł plus  zł czy najemca winien uiszczać wszystkie kwoty wchodzące w skład czynszu do wspólnoty czy najemca powinien uiszczać co miesiąc opłaty za wszystkie składowe czynszu do wspólnoty mieszkaniowej np centralne ogrzewanie fundusz remontowy zaliczka eksploatacyjna woda jeśli na umowie widnieje tylko informacja że czynsz wynosi  zł a nie są one wyszczególnione w umowie;prawo cywilne;;;;;
na czym polega rozpoznanie sprawy na zasadach ogólnych czy po złożeniu sprzeciwu może zostać powołany biegły lub zostanie wykonana ekspertyza co umożliwiłoby żonie klienta obronę czy obrońcą żony klienta musi być prawnik czy też może być to osoba niewykonująca zawodu prawniczego czy wniesienie sprzeciwu i rozpoznanie sprawy na zasadach ogólnych wiąże się z dodatkowymi kosztami;prawo karne;;;;;
czy klientka ma obowiązek wykonania polecenia pracy na sorze w jaki sposób klientka powinna postąpić aby uchronić się przed oddelegowaniem w przypadku gdy nie uważa się za osobę kompetentną do pracy na danym stanowisku;prawo medyczne;;;;;
jakie kroki będzie mógł podjąć klient w związku z ewentualnym naruszeniem jego dóbr osobistych w internecie;prawo administracyjne;;;;;
czy klient może zakupić nieruchomość rolną;prawo administracyjne;;;;;
czy klient jest uprawniony do wykonania obdukcji pacjentki;prawo medyczne;;;;;
czy klientka może podjąć skuteczne kroki dążące do obniżenia opłat utrzymania miejsc parkingowych;prawo cywilne;;;;;
w jaki sposób klientka powinna zareagować na maile pacjentki;prawo medyczne;;;;;
czy klientka może podjąć skuteczne kroki w celu uchylenia uchwały wspólnoty mieszkaniowej;prawo cywilne;;;;;
czy małżonka i dzieci klienta powinny zrzec się spadku;prawo cywilne;;;;;
w jakim terminie klient może złożyć apelację od wyroku jakie warunki musza zostać spełnione aby klient złożył apelacje;prawo cywilne;;;;;
czy w świetle przepisów o ochronie danych osobowych klientka może przechowywać kopie zapasowe danych dotyczących wspólnoty związanych z wykonywaną umową po jej rozwiązaniu czy w świetle przepisów o ochronie danych osobowych klientka jest obowiązana do usunięcia kopii zapasowych danych oraz do zniszczenia lub wydania wspólnocie wydruków tych danych;prawo administracyjne;;;;;
czy obecnie wspólnota mieszkaniowa może się domagać opłat od tauron dystrybucje za korzystanie przez nich z przedmiotowej skrzynki;prawo cywilne;;;;;
jakie kroki prawne należy podjąć aby sprzedać nieruchomość zgodnie z przepisami;prawo cywilne;;;;;
czy klient może uzupełnić braki formalne odpowiedzi na pozew a jednocześnie rozszerzyć jej zakres czy ustanowienie pełnomocnika podlega opłacie czy sąd może żądać od klienta adresu email czy pisma procesowe wystosowane na adres email klienta będą uznane za doręczone;prawo cywilne;;;;;
czy żądanie właściciela komisu może kwalifikować się jako groźba karalna lub szantaż;prawo karne;;;;;
czy żona klienta ma możliwość uniknięcia kary pieniężnej w wysokości  zł;prawo cywilne;;;;;
czy stanowisko administratora jest słuszne;prawo administracyjne;;;;;
w jaki sposób klient może uzyskać skan opinii rzeczoznawcy;prawo cywilne;;;;;
czy klientowi przysługuje dodatek kwotowy również za czas do utworzenia dziecięcej izby przyjęć i poradni pediatrycznej;prawo pracy;;;;;
czy w przedmiotowej sprawie występuje zjawisko dyskryminacji pracownika jak powinna postąpić klientka w przedmiotowej sprawie;prawo pracy;;;;;
